Country or Area,Year,City,City type,Value
"China, Hong Kong SAR",2015,HONG KONG SAR,City proper,7291300.0
"China, Hong Kong SAR",2014,HONG KONG SAR,City proper,7229500.0
"China, Hong Kong SAR",2013,HONG KONG SAR,City proper,7178900.0
"China, Hong Kong SAR",2012,HONG KONG SAR,City proper,7150100.0
"China, Hong Kong SAR",2010,HONG KONG SAR,City proper,7067800.0
"China, Hong Kong SAR",2009,HONG KONG SAR,City proper,7003700.0
"China, Hong Kong SAR",2008,HONG KONG SAR,City proper,6977700.0
"China, Hong Kong SAR",2007,HONG KONG SAR,City proper,6925900.0
"China, Hong Kong SAR",2006,HONG KONG SAR,City proper,6857100.0
"China, Hong Kong SAR",2005,HONG KONG SAR,City proper,6813200.0
"China, Hong Kong SAR",2004,HONG KONG SAR,City proper,6783500.0
"China, Hong Kong SAR",2001,HONG KONG SAR,City proper,6708389.0
"China, Macao SAR",2020,MACAO,City proper,685400.0
"China, Macao SAR",2019,MACAO,City proper,672000.0
"China, Macao SAR",2016,MACAO,City proper,650834.0
"China, Macao SAR",2015,MACAO,City proper,642900.0
"China, Macao SAR",2014,MACAO,City proper,621700.0
"China, Macao SAR",2012,MACAO,City proper,567900.0
"China, Macao SAR",2011,MACAO,City proper,552503.0
"China, Macao SAR",2011,MACAO,City proper,558100.0
"China, Macao SAR",2010,MACAO,City proper,544600.0
"China, Macao SAR",2009,MACAO,City proper,544100.0
"China, Macao SAR",2008,MACAO,City proper,551800.0
"China, Macao SAR",2007,MACAO,City proper,525800.0
"China, Macao SAR",2006,MACAO,City proper,498852.0
"China, Macao SAR",2005,MACAO,City proper,473457.0
"China, Macao SAR",2004,MACAO,City proper,454661.0
"China, Macao SAR",2003,MACAO,City proper,445066.0
Colombia,2018,Apartadó,City proper,113469.0
Colombia,2018,Armenia (Quindio),City proper,275641.0
Colombia,2018,Barrancabermeja,City proper,199564.0
Colombia,2018,Barranquilla,City proper,1120103.0
Colombia,2018,Bello,City proper,481901.0
Colombia,2018,Bucaramanga,City proper,528855.0
Colombia,2018,Buenaventura,City proper,258445.0
Colombia,2018,Cali,City proper,1822869.0
Colombia,2018,Cartagena,City proper,887946.0
Colombia,2018,Cartago,City proper,118803.0
Colombia,2018,Caucasia,City proper,84717.0
Colombia,2018,Chía,City proper,129613.0
Colombia,2018,Ciénaga (Magdalena),City proper,118435.0
Colombia,2018,Cúcuta,City proper,629414.0
Colombia,2018,Dosquebradas,City proper,194890.0
Colombia,2018,Duitama,City proper,117606.0
Colombia,2018,Envigado,City proper,212437.0
Colombia,2018,Facatativá,City proper,136041.0
Colombia,2018,Florencia,City proper,156789.0
Colombia,2018,Floridablanca,City proper,275109.0
Colombia,2018,Fusagasugá,City proper,134658.0
Colombia,2018,Girardot,City proper,92903.0
Colombia,2018,Girón,City proper,150610.0
Colombia,2018,Gudalajara de Buga,City proper,115821.0
Colombia,2018,Ibagué,City proper,500686.0
Colombia,2018,Ipiales,City proper,105517.0
Colombia,2018,Itagüí,City proper,263332.0
Colombia,2018,Jamundí,City proper,131806.0
Colombia,2018,Lorica,City proper,98491.0
Colombia,2018,Magangué,City proper,128003.0
Colombia,2018,Maicao,City proper,159223.0
Colombia,2018,Malambo,City proper,119920.0
Colombia,2018,Manizales,City proper,400436.0
Colombia,2018,Manaure,City proper,74528.0
Colombia,2018,Medellín,City proper,2372330.0
Colombia,2018,Montería,City proper,433723.0
Colombia,2018,Neiva,City proper,314526.0
Colombia,2018,Ocaña,City proper,111643.0
Colombia,2018,Palmira,City proper,302642.0
Colombia,2018,Pasto,City proper,352326.0
Colombia,2018,Pereira,City proper,409670.0
Colombia,2018,Piedecuesta,City proper,157425.0
Colombia,2018,Pitalito,City proper,120287.0
Colombia,2018,Popayán,City proper,277270.0
Colombia,2018,Quibdo,City proper,120679.0
Colombia,2018,Riohacha,City proper,177573.0
Colombia,2018,Rionegro (Antioquia),City proper,25266.0
Colombia,2018,Sabanalarga,City proper,32026.0
Colombia,2018,San Andrés de Tumaco,City proper,138091.0
Colombia,2018,"BOGOTÁ, D.C.",City proper,7181469.0
Colombia,2018,Santa Marta,City proper,479853.0
Colombia,2018,Sincelejo,City proper,274622.0
Colombia,2018,Soacha,City proper,645205.0
Colombia,2018,Sogamoso,City proper,120462.0
Colombia,2018,Soledad,City proper,535984.0
Colombia,2018,Tierralta,City proper,86578.0
Colombia,2018,Tuluá,City proper,187159.0
Colombia,2018,Tunja,City proper,167991.0
Colombia,2018,Turbo,City proper,114434.0
Colombia,2018,Uribia,City proper,160711.0
Colombia,2018,Valledupar,City proper,459349.0
Colombia,2018,Villavicencio,City proper,451212.0
Colombia,2018,Yopal,City proper,156942.0
Colombia,2018,Zipaquirá,City proper,129652.0
Colombia,2018,Yumbo,City proper,95040.0
Colombia,2005,Apartadó,City proper,114840.0
Colombia,2005,Apartadó,Urban agglomeration,134572.0
Colombia,2005,Armenia (Quindio),City proper,265020.0
Colombia,2005,Armenia (Quindio),Urban agglomeration,272574.0
Colombia,2005,Barrancabermeja,City proper,168307.0
Colombia,2005,Barrancabermeja,Urban agglomeration,187311.0
Colombia,2005,Barranquilla,City proper,1109067.0
Colombia,2005,Barranquilla,Urban agglomeration,1112889.0
Colombia,2005,Bello,City proper,359404.0
Colombia,2005,Bello,Urban agglomeration,373013.0
Colombia,2005,Bucaramanga,City proper,502654.0
Colombia,2005,Bucaramanga,Urban agglomeration,509918.0
Colombia,2005,Buenaventura,City proper,290457.0
Colombia,2005,Buenaventura,Urban agglomeration,324207.0
Colombia,2005,Cali,City proper,2039626.0
Colombia,2005,Cali,Urban agglomeration,2075380.0
Colombia,2005,Cartagena,City proper,845801.0
Colombia,2005,Cartagena,Urban agglomeration,895400.0
Colombia,2005,Cartago,City proper,119063.0
Colombia,2005,Cartago,Urban agglomeration,121741.0
Colombia,2005,Ciénaga (Magdalena),Urban agglomeration,100908.0
Colombia,2005,Cúcuta,City proper,566244.0
Colombia,2005,Cúcuta,Urban agglomeration,585543.0
Colombia,2005,Dosquebradas,City proper,164437.0
Colombia,2005,Dosquebradas,Urban agglomeration,173452.0
Colombia,2005,Duitama,Urban agglomeration,105407.0
Colombia,2005,Envigado,City proper,166742.0
Colombia,2005,Envigado,Urban agglomeration,175337.0
Colombia,2005,Facatativá,Urban agglomeration,106067.0
Colombia,2005,Florencia,City proper,120403.0
Colombia,2005,Florencia,Urban agglomeration,137896.0
Colombia,2005,Floridablanca,City proper,241685.0
Colombia,2005,Floridablanca,Urban agglomeration,252472.0
Colombia,2005,Fusagasugá,Urban agglomeration,107259.0
Colombia,2005,Girón,City proper,117672.0
Colombia,2005,Girón,Urban agglomeration,135531.0
Colombia,2005,Gudalajara de Buga,Urban agglomeration,111487.0
Colombia,2005,Ibagué,City proper,465859.0
Colombia,2005,Ibagué,Urban agglomeration,495246.0
Colombia,2005,Ipiales,Urban agglomeration,109865.0
Colombia,2005,Itagüí,City proper,213297.0
Colombia,2005,Itagüí,Urban agglomeration,235567.0
Colombia,2005,Lorica,Urban agglomeration,109974.0
Colombia,2005,Magangué,Urban agglomeration,121085.0
Colombia,2005,Maicao,Urban agglomeration,103124.0
Colombia,2005,Manizales,City proper,342620.0
Colombia,2005,Manizales,Urban agglomeration,368433.0
Colombia,2005,Medellín,City proper,2183557.0
Colombia,2005,Medellín,Urban agglomeration,2219861.0
Colombia,2005,Montería,City proper,288192.0
Colombia,2005,Montería,Urban agglomeration,381284.0
Colombia,2005,Neiva,City proper,295412.0
Colombia,2005,Neiva,Urban agglomeration,315332.0
Colombia,2005,Palmira,City proper,223049.0
Colombia,2005,Palmira,Urban agglomeration,278358.0
Colombia,2005,Pasto,City proper,312759.0
Colombia,2005,Pasto,Urban agglomeration,383846.0
Colombia,2005,Pereira,City proper,358681.0
Colombia,2005,Pereira,Urban agglomeration,428397.0
Colombia,2005,Piedecuesta,Urban agglomeration,116914.0
Colombia,2005,Pitalito,Urban agglomeration,102937.0
Colombia,2005,Popayán,City proper,227840.0
Colombia,2005,Popayán,Urban agglomeration,258653.0
Colombia,2005,Quibdo,City proper,100113.0
Colombia,2005,Quibdo,Urban agglomeration,109121.0
Colombia,2005,Riohacha,City proper,137224.0
Colombia,2005,Riohacha,Urban agglomeration,169311.0
Colombia,2005,Rionegro (Antioquia),Urban agglomeration,101046.0
Colombia,2005,San Andrés de Tumaco,Urban agglomeration,161490.0
Colombia,2005,"BOGOTÁ, D.C.",City proper,6763325.0
Colombia,2005,"BOGOTÁ, D.C.",Urban agglomeration,6778691.0
Colombia,2005,Santa Marta,City proper,383991.0
Colombia,2005,Santa Marta,Urban agglomeration,414387.0
Colombia,2005,Sincelejo,City proper,218430.0
Colombia,2005,Sincelejo,Urban agglomeration,236780.0
Colombia,2005,Soacha,City proper,393006.0
Colombia,2005,Soacha,Urban agglomeration,398295.0
Colombia,2005,Sogamoso,Urban agglomeration,114486.0
Colombia,2005,Soledad,City proper,455029.0
Colombia,2005,Soledad,Urban agglomeration,455796.0
Colombia,2005,Tuluá,City proper,157512.0
Colombia,2005,Tuluá,Urban agglomeration,157512.0
Colombia,2005,Tunja,City proper,145138.0
Colombia,2005,Tunja,Urban agglomeration,152419.0
Colombia,2005,Turbo,Urban agglomeration,122780.0
Colombia,2005,Uribia,Urban agglomeration,116674.0
Colombia,2005,Valledupar,City proper,294731.0
Colombia,2005,Valledupar,Urban agglomeration,348990.0
Colombia,2005,Villavicencio,City proper,361058.0
Colombia,2005,Villavicencio,Urban agglomeration,384131.0
Colombia,2005,Yopal,Urban agglomeration,103754.0
Colombia,2005,Zipaquirá,Urban agglomeration,100038.0
Comoros,1991,MORONI,City proper,30365.0
Congo,1984,BRAZZAVILLE,City proper,596200.0
Congo,1984,Pointe-Noire,City proper,298014.0
Cook Islands,2016,RAROTONGA,City proper,13007.0
Cook Islands,2016,RAROTONGA,City proper,10649.0
Cook Islands,2011,RAROTONGA,City proper,13095.0
Cook Islands,2006,RAROTONGA,City proper,13890.0
Cook Islands,2001,RAROTONGA,City proper,12188.0
Costa Rica,2021,Alajuela,City proper,318087.0
Costa Rica,2021,Alajuelita,City proper,95868.0
Costa Rica,2021,Cartago,City proper,165195.0
Costa Rica,2021,Desamparados,City proper,247332.0
Costa Rica,2021,Goicoechea,City proper,139678.0
Costa Rica,2021,Heredia,City proper,144646.0
Costa Rica,2021,La Unión,City proper,113582.0
Costa Rica,2021,Limón,City proper,100041.0
Costa Rica,2021,Pavas,City proper,88616.0
Costa Rica,2021,Pérez Zeledón,City proper,143222.0
Costa Rica,2021,Puntarenas,City proper,142010.0
Costa Rica,2021,San Carlos,City proper,203149.0
Costa Rica,2021,SAN JOSÉ,City proper,349678.0
Costa Rica,2021,Pococí,City proper,152689.0
Costa Rica,2020,Alajuela,City proper,314209.0
Costa Rica,2020,Alajuelita,City proper,94548.0
Costa Rica,2020,Cartago,City proper,164121.0
Costa Rica,2020,Desamparados,City proper,245208.0
Costa Rica,2020,Goicoechea,City proper,138525.0
Costa Rica,2020,Heredia,City proper,143208.0
Costa Rica,2020,La Unión,City proper,112508.0
Costa Rica,2020,Limón,City proper,99836.0
Costa Rica,2020,Pavas,City proper,87827.0
Costa Rica,2020,Pérez Zeledón,City proper,143117.0
Costa Rica,2020,Puntarenas,City proper,140102.0
Costa Rica,2020,San Carlos,City proper,200151.0
Costa Rica,2020,SAN JOSÉ,City proper,347398.0
Costa Rica,2020,Pococí,City proper,150664.0
Costa Rica,2019,Alajuela,City proper,310248.0
Costa Rica,2019,Alajuelita,City proper,93247.0
Costa Rica,2019,Cartago,City proper,162944.0
Costa Rica,2019,Desamparados,City proper,242983.0
Costa Rica,2019,Goicoechea,City proper,137328.0
Costa Rica,2019,Heredia,City proper,141683.0
Costa Rica,2019,La Unión,City proper,111369.0
Costa Rica,2019,Limón,City proper,99545.0
Costa Rica,2019,Pavas,City proper,86968.0
Costa Rica,2019,Pérez Zeledón,City proper,142997.0
Costa Rica,2019,Puntarenas,City proper,138222.0
Costa Rica,2019,San Carlos,City proper,197218.0
Costa Rica,2019,SAN JOSÉ,City proper,344851.0
Costa Rica,2019,Pococí,City proper,148593.0
Costa Rica,2018,Alajuela,City proper,306206.0
Costa Rica,2018,Alajuelita,City proper,91917.0
Costa Rica,2018,Cartago,City proper,161727.0
Costa Rica,2018,Desamparados,City proper,240671.0
Costa Rica,2018,Goicoechea,City proper,136112.0
Costa Rica,2018,Heredia,City proper,140131.0
Costa Rica,2018,La Unión,City proper,110194.0
Costa Rica,2018,Limón,City proper,99212.0
Costa Rica,2018,Pavas,City proper,86000.0
Costa Rica,2018,Pérez Zeledón,City proper,142789.0
Costa Rica,2018,Puntarenas,City proper,136328.0
Costa Rica,2018,San Carlos,City proper,194207.0
Costa Rica,2018,SAN JOSÉ,City proper,342188.0
Costa Rica,2018,Pococí,City proper,146482.0
Costa Rica,2017,Alajuela,City proper,302074.0
Costa Rica,2017,Alajuelita,City proper,90543.0
Costa Rica,2017,Cartago,City proper,160457.0
Costa Rica,2017,Desamparados,City proper,238312.0
Costa Rica,2017,Goicoechea,City proper,134855.0
Costa Rica,2017,Heredia,City proper,138562.0
Costa Rica,2017,La Unión,City proper,108990.0
Costa Rica,2017,Limón,City proper,98848.0
Costa Rica,2017,Pavas,City proper,85101.0
Costa Rica,2017,Pérez Zeledón,City proper,142550.0
Costa Rica,2017,Puntarenas,City proper,134400.0
Costa Rica,2017,San Carlos,City proper,191126.0
Costa Rica,2017,SAN JOSÉ,City proper,339581.0
Costa Rica,2017,Pococí,City proper,144339.0
Costa Rica,2016,Alajuela,City proper,297879.0
Costa Rica,2016,Alajuelita,City proper,89154.0
Costa Rica,2016,Cartago,City proper,159142.0
Costa Rica,2016,Desamparados,City proper,235863.0
Costa Rica,2016,Goicoechea,City proper,133557.0
Costa Rica,2016,Heredia,City proper,136948.0
Costa Rica,2016,La Unión,City proper,107755.0
Costa Rica,2016,Limón,City proper,98459.0
Costa Rica,2016,Pavas,City proper,84102.0
Costa Rica,2016,Pérez Zeledón,City proper,142291.0
Costa Rica,2016,Puntarenas,City proper,132440.0
Costa Rica,2016,San Carlos,City proper,187953.0
Costa Rica,2016,SAN JOSÉ,City proper,336792.0
Costa Rica,2016,Pococí,City proper,142171.0
Costa Rica,2015,Alajuela,City proper,293601.0
Costa Rica,2015,Alajuelita,City proper,87734.0
Costa Rica,2015,Cartago,City proper,157794.0
Costa Rica,2015,Desamparados,City proper,233360.0
Costa Rica,2015,Goicoechea,City proper,132210.0
Costa Rica,2015,Heredia,City proper,135292.0
Costa Rica,2015,La Unión,City proper,106490.0
Costa Rica,2015,Limón,City proper,98065.0
Costa Rica,2015,Pavas,City proper,83188.0
Costa Rica,2015,Pérez Zeledón,City proper,141998.0
Costa Rica,2015,Puntarenas,City proper,130462.0
Costa Rica,2015,San Carlos,City proper,184763.0
Costa Rica,2015,SAN JOSÉ,City proper,333980.0
Costa Rica,2015,Pococí,City proper,139975.0
Costa Rica,2011,Alajuela,City proper,254886.0
Costa Rica,2011,Alajuelita,City proper,77603.0
Costa Rica,2011,Cartago,City proper,147898.0
Costa Rica,2011,Desamparados,City proper,208411.0
Costa Rica,2011,Goicoechea,City proper,115084.0
Costa Rica,2011,Heredia,City proper,123616.0
Costa Rica,2011,La Unión,City proper,99399.0
Costa Rica,2011,Limón,City proper,94415.0
Costa Rica,2011,Pavas,City proper,71384.0
Costa Rica,2011,Pérez Zeledón,City proper,134534.0
Costa Rica,2011,Puntarenas,City proper,115019.0
Costa Rica,2011,San Carlos,City proper,163745.0
Costa Rica,2011,SAN JOSÉ,City proper,288054.0
Costa Rica,2011,Pococí,City proper,125962.0
Costa Rica,2010,Alajuela,City proper,283166.0
Costa Rica,2010,Alajuelita,City proper,125638.0
Costa Rica,2010,Cartago,City proper,155402.0
Costa Rica,2010,Desamparados,City proper,292883.0
Costa Rica,2010,Goicoechea,City proper,131637.0
Costa Rica,2010,Heredia,City proper,132579.0
Costa Rica,2010,La Unión,City proper,105612.0
Costa Rica,2010,Limón,City proper,104917.0
Costa Rica,2010,Pavas,City proper,112077.0
Costa Rica,2010,Pérez Zeledón,City proper,130552.0
Costa Rica,2010,Puntarenas,City proper,106020.0
Costa Rica,2010,San Carlos,City proper,150241.0
Costa Rica,2010,SAN JOSÉ,City proper,349152.0
Costa Rica,2010,Pococí,City proper,150633.0
Costa Rica,2009,Alajuela,City proper,278859.0
Costa Rica,2009,Alajuelita,City proper,119616.0
Costa Rica,2009,Cartago,City proper,153819.0
Costa Rica,2009,Desamparados,City proper,281499.0
Costa Rica,2009,Goicoechea,City proper,130851.0
Costa Rica,2009,Heredia,City proper,130279.0
Costa Rica,2009,La Unión,City proper,103496.0
Costa Rica,2009,Limón,City proper,104214.0
Costa Rica,2009,Pavas,City proper,109207.0
Costa Rica,2009,Pérez Zeledón,City proper,130621.0
Costa Rica,2009,Puntarenas,City proper,106237.0
Costa Rica,2009,San Carlos,City proper,148962.0
Costa Rica,2009,SAN JOSÉ,City proper,346298.0
Costa Rica,2009,Pococí,City proper,146818.0
Costa Rica,2007,Alajuela,City proper,252358.0
Costa Rica,2007,Cartago,City proper,148065.0
Costa Rica,2007,Heredia,City proper,117492.0
Costa Rica,2007,Limón,City proper,104763.0
Costa Rica,2007,Puntarenas,City proper,117269.0
Costa Rica,2007,SAN JOSÉ,City proper,348558.0
Costa Rica,2006,Alajuela,City proper,249121.0
Costa Rica,2006,Cartago,City proper,146522.0
Costa Rica,2006,Heredia,City proper,116041.0
Costa Rica,2006,Puntarenas,City proper,115609.0
Costa Rica,2006,SAN JOSÉ,City proper,344747.0
Costa Rica,2003,Alajuela,City proper,241177.0
Costa Rica,2003,Cartago,City proper,142442.0
Costa Rica,2003,Heredia,City proper,112461.0
Costa Rica,2003,Puntarenas,City proper,111458.0
Costa Rica,2003,SAN JOSÉ,City proper,334780.0
Costa Rica,2000,Alajuela,City proper,222853.0
Costa Rica,2000,Cartago,City proper,132057.0
Costa Rica,2000,Desamparados,City proper,193478.0
Costa Rica,2000,Goicoechea,City proper,117532.0
Costa Rica,2000,Heredia,City proper,103894.0
Costa Rica,2000,Pérez Zeledón,City proper,122187.0
Costa Rica,2000,Puntarenas,City proper,102504.0
Costa Rica,2000,San Carlos,City proper,127140.0
Costa Rica,2000,SAN JOSÉ,City proper,309672.0
Costa Rica,2000,Pococí,City proper,103121.0
Côte d'Ivoire,2014,Abidjan,City proper,4395243.0
Côte d'Ivoire,2014,Abengourou,City proper,100910.0
Côte d'Ivoire,2014,Anyama,City proper,103297.0
Côte d'Ivoire,2014,Bouake,City proper,536719.0
Côte d'Ivoire,2014,Daloa,City proper,245360.0
Côte d'Ivoire,2014,Divo,City proper,105397.0
Côte d'Ivoire,2014,Gagnoa,City proper,160465.0
Côte d'Ivoire,2014,Korhogo,City proper,243048.0
Côte d'Ivoire,2014,Man,City proper,148945.0
Côte d'Ivoire,2014,San Pédro,City proper,164944.0
Côte d'Ivoire,2014,Soubre,City proper,101196.0
Côte d'Ivoire,2014,YAMOUSSOUKRO,City proper,212670.0
Côte d'Ivoire,1988,Abidjan,City proper,1929079.0
Côte d'Ivoire,1988,Bouake,City proper,329850.0
Côte d'Ivoire,1988,Bouake,Urban agglomeration,362192.0
Côte d'Ivoire,1988,Daloa,City proper,121842.0
Côte d'Ivoire,1988,Daloa,Urban agglomeration,127923.0
Côte d'Ivoire,1988,Korhogo,City proper,109445.0
Côte d'Ivoire,1988,Korhogo,Urban agglomeration,112888.0
Côte d'Ivoire,1988,YAMOUSSOUKRO,City proper,106786.0
Côte d'Ivoire,1988,YAMOUSSOUKRO,Urban agglomeration,126191.0
Croatia,2011,Osijek,City proper,108048.0
Croatia,2011,Rijeka,City proper,128624.0
Croatia,2011,Split,City proper,178102.0
Croatia,2011,ZAGREB,City proper,790017.0
Croatia,2001,Osijek,City proper,114616.0
Croatia,2001,Rijeka,City proper,144043.0
Croatia,2001,Split,City proper,188694.0
Croatia,2001,ZAGREB,City proper,779145.0
Cuba,2019,Bayamo,City proper,160024.222240491
Cuba,2019,Camagüey,City proper,309542.0
Cuba,2019,Ciego de Ávila,City proper,120948.0
Cuba,2019,Cienfuegos,City proper,152040.0
Cuba,2019,Guantánamo,City proper,215545.0
Cuba,2019,Holguín,City proper,298466.0
Cuba,2019,LA HABANA,City proper,2131937.0
Cuba,2019,Las Tunas,City proper,173979.0
Cuba,2019,Matanzas,City proper,143924.0
Cuba,2019,Pinar del Río,City proper,145412.0
Cuba,2019,Sancti Spíritus,City proper,108836.0
Cuba,2019,Santa Clara,City proper,217205.0
Cuba,2019,Santiago de Cuba,City proper,433494.0
Cuba,2018,Bayamo,City proper,159797.298902928
Cuba,2018,Camagüey,City proper,307527.18641163
Cuba,2018,Ciego de Ávila,City proper,120152.557014113
Cuba,2018,Cienfuegos,City proper,151287.165640015
Cuba,2018,Guantánamo,City proper,215847.154901444
Cuba,2018,Holguín,City proper,296199.026429795
Cuba,2018,LA HABANA,City proper,2130516.5
Cuba,2018,Las Tunas,City proper,171631.259452883
Cuba,2018,Matanzas,City proper,141908.556207161
Cuba,2018,Pinar del Río,City proper,144102.273508239
Cuba,2018,Sancti Spíritus,City proper,108883.0
Cuba,2018,Santa Clara,City proper,216497.993560697
Cuba,2018,Santiago de Cuba,City proper,433539.660182045
Cuba,2017,Bayamo,City proper,159629.0
Cuba,2017,Camagüey,City proper,306152.0
Cuba,2017,Ciego de Ávila,City proper,119859.0
Cuba,2017,Cienfuegos,City proper,150736.0
Cuba,2017,Guantánamo,City proper,215691.0
Cuba,2017,Holguín,City proper,294965.0
Cuba,2017,LA HABANA,City proper,2129553.0
Cuba,2017,Las Tunas,City proper,169711.0
Cuba,2017,Matanzas,City proper,140545.0
Cuba,2017,Pinar del Río,City proper,143012.0
Cuba,2017,Sancti Spíritus,City proper,108482.0
Cuba,2017,Santa Clara,City proper,216142.0
Cuba,2017,Santiago de Cuba,City proper,433498.0
Cuba,2016,Bayamo,City proper,158977.739755079
Cuba,2016,Camagüey,City proper,306183.371159287
Cuba,2016,Ciego de Ávila,City proper,119394.388330719
Cuba,2016,Cienfuegos,City proper,150403.740823601
Cuba,2016,Guantánamo,City proper,216608.79027503
Cuba,2016,Holguín,City proper,294002.363514675
Cuba,2016,LA HABANA,City proper,2130081.0
Cuba,2016,Las Tunas,City proper,168645.334388003
Cuba,2016,Matanzas,City proper,140107.0
Cuba,2016,Pinar del Río,City proper,142967.176727923
Cuba,2016,Sancti Spíritus,City proper,108127.080982351
Cuba,2016,Santa Clara,City proper,216055.514486496
Cuba,2016,Santiago de Cuba,City proper,433099.131224971
Cuba,2015,Bayamo,City proper,158905.0
Cuba,2015,Camagüey,City proper,304738.0
Cuba,2015,Ciego de Ávila,City proper,118269.0
Cuba,2015,Cienfuegos,City proper,149145.0
Cuba,2015,Guantánamo,City proper,217235.0
Cuba,2015,Holguín,City proper,292581.0
Cuba,2015,LA HABANA,City proper,2125320.0
Cuba,2015,Las Tunas,City proper,167355.0
Cuba,2015,Matanzas,City proper,138303.0
Cuba,2015,Pinar del Río,City proper,142689.0
Cuba,2015,Sancti Spíritus,City proper,107581.0
Cuba,2015,Santa Clara,City proper,215053.0
Cuba,2015,Santiago de Cuba,City proper,433527.0
Cuba,2014,Bayamo,City proper,158973.0
Cuba,2014,Camagüey,City proper,304027.0
Cuba,2014,Ciego de Ávila,City proper,117308.0
Cuba,2014,Cienfuegos,City proper,149129.0
Cuba,2014,Guantánamo,City proper,217978.0
Cuba,2014,Holguín,City proper,291560.0
Cuba,2014,LA HABANA,City proper,2121871.0
Cuba,2014,Las Tunas,City proper,166231.0
Cuba,2014,Matanzas,City proper,136486.0
Cuba,2014,Pinar del Río,City proper,142397.0
Cuba,2014,Sancti Spíritus,City proper,107026.0
Cuba,2014,Santa Clara,City proper,214370.0
Cuba,2014,Santiago de Cuba,City proper,434268.0
Cuba,2012,Bayamo,City proper,157349.0
Cuba,2012,Bayamo,City proper,235107.0
Cuba,2012,Bayamo,Urban agglomeration,169155.0
Cuba,2012,Camagüey,City proper,300943.0
Cuba,2012,Camagüey,City proper,323309.0
Cuba,2012,Camagüey,Urban agglomeration,303764.0
Cuba,2012,Ciego de Ávila,City proper,115052.0
Cuba,2012,Ciego de Ávila,City proper,147745.0
Cuba,2012,Ciego de Ávila,Urban agglomeration,125013.0
Cuba,2012,Cienfuegos,City proper,147273.0
Cuba,2012,Cienfuegos,City proper,171946.0
Cuba,2012,Cienfuegos,Urban agglomeration,161432.0
Cuba,2012,Guantánamo,City proper,217365.0
Cuba,2012,Guantánamo,City proper,228436.0
Cuba,2012,Guantánamo,Urban agglomeration,219095.0
Cuba,2012,Holguín,City proper,288353.0
Cuba,2012,Holguín,City proper,346195.0
Cuba,2012,Holguín,Urban agglomeration,295350.0
Cuba,2012,LA HABANA,City proper,2105291.0
Cuba,2012,LA HABANA,City proper,2106146.0
Cuba,2012,LA HABANA,Urban agglomeration,174529.0
Cuba,2012,Las Tunas,City proper,163472.0
Cuba,2012,Las Tunas,City proper,202105.0
Cuba,2012,Las Tunas,Urban agglomeration,171231.0
Cuba,2012,Matanzas,City proper,133935.0
Cuba,2012,Matanzas,City proper,151624.0
Cuba,2012,Matanzas,Urban agglomeration,140361.0
Cuba,2012,Pinar del Río,City proper,140252.0
Cuba,2012,Pinar del Río,City proper,188614.0
Cuba,2012,Pinar del Río,Urban agglomeration,152668.0
Cuba,2012,Sancti Spíritus,City proper,105141.0
Cuba,2012,Sancti Spíritus,City proper,138504.0
Cuba,2012,Sancti Spíritus,Urban agglomeration,116799.0
Cuba,2012,Santa Clara,City proper,211968.0
Cuba,2012,Santa Clara,City proper,240543.0
Cuba,2012,Santa Clara,Urban agglomeration,219457.0
Cuba,2012,Santiago de Cuba,City proper,431471.0
Cuba,2012,Santiago de Cuba,City proper,506037.0
Cuba,2012,Santiago de Cuba,Urban agglomeration,453485.0
Cuba,2011,Bayamo,City proper,147488.044057769
Cuba,2011,Camagüey,City proper,305988.720750924
Cuba,2011,Ciego de Ávila,City proper,109761.320756062
Cuba,2011,Cienfuegos,City proper,144520.548401055
Cuba,2011,Guantánamo,City proper,207739.236485185
Cuba,2011,Holguín,City proper,276839.338913834
Cuba,2011,LA HABANA,City proper,2129012.86209556
Cuba,2011,Las Tunas,City proper,154837.404436625
Cuba,2011,Matanzas,City proper,132651.001485024
Cuba,2011,Pinar del Río,City proper,137725.695448016
Cuba,2011,Sancti Spíritus,City proper,98736.9087557402
Cuba,2011,Santa Clara,City proper,205245.423687544
Cuba,2011,Santiago de Cuba,City proper,424862.274367624
Cuba,2010,Bayamo,City proper,147639.0
Cuba,2010,Camagüey,City proper,305701.0
Cuba,2010,Ciego de Ávila,City proper,111086.0
Cuba,2010,Cienfuegos,City proper,143894.0
Cuba,2010,Guantánamo,City proper,207973.0
Cuba,2010,Holguín,City proper,277260.0
Cuba,2010,LA HABANA,City proper,2141996.0
Cuba,2010,Las Tunas,City proper,153129.0
Cuba,2010,Matanzas,City proper,132678.0
Cuba,2010,Pinar del Río,City proper,137320.0
Cuba,2010,Sancti Spíritus,City proper,98852.0
Cuba,2010,Santa Clara,City proper,206379.0
Cuba,2010,Santiago de Cuba,City proper,426841.0
Cuba,2009,Bayamo,City proper,147547.751948177
Cuba,2009,Camagüey,City proper,306047.163290238
Cuba,2009,Ciego de Ávila,City proper,110906.512589193
Cuba,2009,Cienfuegos,City proper,143625.221844446
Cuba,2009,Guantánamo,City proper,208014.273905565
Cuba,2009,Holguín,City proper,277108.382630747
Cuba,2009,LA HABANA,City proper,2145062.5
Cuba,2009,Las Tunas,City proper,152963.731330433
Cuba,2009,Matanzas,City proper,132362.040131868
Cuba,2009,Pinar del Río,City proper,137564.018872259
